基金代码,基金名称,1月(%) (总回报率),3月(%) (总回报率),6月(%) (总回报率),1年(%) (年化回报率),2年(%) (年化回报率),今年以来(%) (总回报率),设立以来(%)(总回报率),类型
002614,中银颐利灵活配置混合A,-5.26,-3.54,-2.95,-2.71,2.63,-3.18,5.64,混合型
000165,国投瑞银策略精选灵活配置混合,-4.82,-6,-6.18,-7.68,-0.34,-7.38,118.92,混合型
005250,银华估值优势混合,-14.46,-22.33,-25.6,0,0,-30.51,-30,混合型
160311,华夏蓝筹混合(LOF),-8.14,-8.72,-11.36,-16.27,-0.77,-18.95,88.26,混合型
005222,泰达宏利全能优选混合(FOF)C,-1.59,-2.24,-1.88,0,0,-3.04,-2.96,混合型
000754,华宝量化对冲策略混合C,-0.56,-1.06,0.08,0.65,2.6,0.16,23.35,混合型
000535,长盛航天海工装备灵活配置混合,-6,-7.54,-10.85,-23.65,-13.01,-19.96,29.92,混合型
100026,富国天合稳健优选混合,-10.06,-13.76,-15.78,-15.54,0.73,-17.75,424.84,混合型
005437,易方达易百智能量化策略灵活配置混合A,-8.05,-13.77,-19.9,0,0,-22.88,-22.88,混合型
000634,富国天盛灵活配置混合,-6.21,-7.96,-15.06,-11.99,2.1,-18.52,55.95,混合型
003378,泰康策略优选灵活配置混合,-12.09,-15.79,-19.5,-21.28,0,-22.61,-10.5,混合型
590006,中邮中小盘混合,-3.69,-14.1,-15.63,-25.51,-11.99,-22.15,53.74,混合型
005642,鹏扬景升灵活配置混合A,-7.34,-9.11,-11.27,0,0,-13.12,-13.12,混合型
005741,南方君信灵活配置混合,-1.74,-2.14,0,0,0,-2.04,-2.04,混合型
070011,嘉实策略混合,-10.16,-19.48,-30.87,-32.89,-15.89,-32.64,74.55,混合型
610001,信达澳银领先增长混合,-12.27,-15.72,-19.96,-23.42,-4.12,-22.31,41.99,混合型
160613,鹏华盛世创新混合(LOF),-7.9,-11.21,-13.5,-16.3,-2.75,-18.58,139.5,混合型
519026,海富通中小盘混合,-13.58,-21.36,-32.56,-42.14,-17.56,-40.51,-38.9,混合型
004680,前海开源裕瑞混合A,-0.17,0,0,0,0,-0.9,-0.9,混合型
005450,华夏稳盛灵活配置混合,-17.25,-21.19,-21.35,0,0,-24.78,-24.78,混合型
481010,工银瑞信中小盘成长混合,-14.47,-23.27,-23.58,-30.27,-21.44,-27.36,-6,混合型
005521,华安红利精选混合,-9.06,-9.78,-8.92,0,0,-21.44,-21.44,混合型
003496,鹏华弘尚灵活配置混合C,-0.55,-0.64,0.03,-0.47,1.44,-0.42,2.93,混合型
005652,富兰克林国海天颐混合A,0.66,0.95,2.18,0,0,2.37,2.37,混合型
519093,新华钻石品质企业混合,-9.1,-16,-16.99,-18.69,-10.8,-17.25,54.9,混合型
450010,国富策略回报混合,-9.7,-14.56,-20.17,-25.42,-11.8,-23.2,3.3,混合型
002654,上投摩根策略精选灵活配置混合,-11.34,-18.12,-28.1,-28.83,-17.92,-27.5,-30.4,混合型
020009,国泰金鹏蓝筹混合,-11.61,-16.9,-23.33,-28.15,-6.31,-29.66,199.7,混合型
519001,银华核心价值优选混合,-9.89,-17.25,-25.63,-32,-12.81,-33.71,505.43,混合型
519738,交银施罗德周期回报灵活配置混合A,0,0.58,2.09,3.79,6.6,2.87,58.34,混合型
260110,景顺长城精选蓝筹混合,-11.74,-17.01,-19.17,-20.46,3.36,-24.32,33.81,混合型
005244,国泰聚优价值灵活配置混合A,-12.49,-15.26,-16.26,0,0,-24.16,-23.3,混合型
003598,华商润丰灵活配置混合,-11.69,-12.79,-14.26,-8.69,0,-4.39,-8.6,混合型
002746,汇添富多策略定期开放灵活配置混合,-3.43,-5.83,-6.98,-7.9,8.95,-9.75,21.2,混合型
002663,前海开源沪港深大消费主题精选灵活配置混合C,-8.1,-14.44,-13.89,-19.97,-2.5,-20.84,-5.8,混合型
000976,长城新兴产业灵活配置混合,-9.38,-15.66,-17.98,-20.59,-8.43,-21.48,-2.4,混合型
005141,华夏睿磐泰荣混合C,-0.38,-0.16,0.08,0,0,-0.31,-0.14,混合型
501039,汇添富睿丰混合A,0.41,-0.13,0.5,1.3,0,0.31,2.73,混合型
001307,中欧永裕混合C,-10.77,-9.1,-19.98,-23.66,-10.2,-26.88,-27.1,混合型
217005,招商先锋混合,-12.03,-13.3,-21.16,-23.84,-5.67,-26.11,221.5,混合型
160603,鹏华普天收益混合,-9.5,-16.22,-16.56,-22.36,-9.2,-20.7,486.57,混合型
005175,国寿安保消费新蓝海灵活配置混合,-13.63,-21.05,-25.14,0,0,-27.34,-27.34,混合型
340007,兴全社会责任混合,-10.33,-20.17,-23.72,-30.58,-3.12,-30.1,199.42,混合型
233011,大摩华鑫主题优选混合,-11.59,-16.6,-20.77,-24.19,-6.62,-22.54,104.82,混合型
162703,广发小盘成长混合(LOF),-12.46,-22.29,-28.04,-29.9,-5.16,-27.73,335.47,混合型
161610,融通领先成长混合(LOF),-13.83,-17.68,-17.35,-17.09,-7.66,-19.72,3.58,混合型
233001,大摩基础行业混合,-10.06,-11.46,-15.36,-16.33,-4.79,-17.07,119.75,混合型
002174,东方互联网嘉混合,-9.13,-19.32,-26.45,-35.33,-30.67,-30.71,-48.23,混合型
161606,融通行业景气混合,-15.81,-16.67,-11.5,-6.72,-6.35,-10.94,235.5,混合型
110012,易方达科汇灵活配置混合,-7.5,-9.3,-12.88,-16.65,-3.73,-17.86,130.11,混合型
002823,招商盛达灵活配置混合A,-11.86,-17.77,-25.89,-33.93,-12.08,-33.42,-22.7,混合型
000339,长城医疗保健混合,-10.25,-11.34,-14.63,-16.02,-2.09,-13.75,34.03,混合型
240010,华宝行业精选混合,-14.42,-21.8,-26.74,-32.83,-17.05,-32.03,-1.02,混合型
003331,博时乐臻定期开放混合,1.4,-1.39,0.29,2.11,0.51,3.42,1.07,混合型
003412,鹏华弘康灵活配置混合C,-0.49,-0.17,0.6,-0.88,-0.46,-0.82,-0.78,混合型
005001,交银施罗德持续成长主题混合,-9.28,-11.28,-9.09,0,0,-4.24,-4.24,混合型
002692,富国创新科技混合,-7.61,-15.73,-22.61,-25.94,-6.42,-20.98,-17.5,混合型
260108,景顺长城新兴成长混合,-17.2,-22.47,-20.02,-16.54,9.01,-21.16,159.18,混合型
001282,华安新机遇灵活配置混合,-0.81,-1.33,0,0,0,-0.92,-0.92,混合型
003509,华安睿安定期开放混合C,-2.66,-5.56,-4.55,0.75,0,-1.5,2.43,混合型
005269,华泰柏瑞港股通量化灵活配置混合,-12.22,-16.25,-15.11,0,0,-15.11,-15.09,混合型
004276,浦银安盛安和回报定期开放混合A,-1.65,-2.29,-1.36,-0.71,0,-1.7,2.86,混合型
050004,博时精选混合,-10.67,-13.13,-17.23,-24.94,-9.55,-22.89,320.8,混合型
003782,招商稳阳定期开放灵活配置混合A,0.85,-4.41,-5.58,-6.15,0,-6.14,0.66,混合型
400003,东方精选混合,-10.91,-14.96,-22.16,-35.75,-21.87,-31.32,391.69,混合型
080007,长盛同鑫行业配置混合,-7.63,-16.39,-19.86,-24.13,-6.26,-23.56,-16.39,混合型
002271,招商安弘保本混合,-0.37,-0.37,0.75,3.05,2.75,2.95,8.1,混合型
001947,上投摩根安鑫回报混合A,-0.51,-1.5,-1.89,-1.31,1.55,-0.54,3.74,混合型
002813,博时颐泰混合A,-1.1,-0.34,0,0,0,-0.41,-0.41,混合型
000121,华夏永福混合A,-2.8,-3.47,-4.85,-5.03,0.73,-4.08,52.9,混合型
582003,东吴配置优化灵活配置混合,-15.76,-24.65,-30.94,0,0,-29.78,-29.54,混合型
001775,鹏华弘泰灵活配置混合C,0.33,-0.52,-0.05,0.59,2.68,0.65,9.92,混合型
519008,汇添富优势精选混合,-11.04,-17.09,-24.26,-19.88,-0.61,-22.2,818.42,混合型
580003,东吴行业轮动混合,-13.68,-26.13,-34.85,-45.8,-23.05,-40.24,-50.11,混合型
000894,中欧睿达定期开放混合,-1.03,-2.79,-3.2,-2.87,0.09,-2.29,15,混合型
240001,华宝宝康消费品混合,-10.31,-13.75,-17.68,-17.09,-7,-14.47,630.66,混合型
001536,南方君选灵活配置混合,-6.77,-10.16,-12.83,-16.11,-0.21,-15.41,5.25,混合型
121003,国投瑞银核心企业混合,-9.56,-11.35,-16.16,-19.43,-9.54,-14.19,85.12,混合型
379010,上投摩根中小盘混合,-9.65,-21.33,-27.92,-39.19,-13.15,-30.46,48.67,混合型
260103,景顺长城动力平衡混合,-13.26,-18.19,-20,-18.62,1.1,-23.99,320.58,混合型
000072,华安保本混合,-0.19,-0.19,0.57,2.51,2.24,2.22,86.27,混合型
002365,国联安鑫禧灵活配置混合A,-0.72,-1.07,7.56,-3.85,0.92,2.04,5.42,混合型
501035,创金合信鼎鑫睿选定期开放混合(LOF),-5.27,-4.6,-6.39,-7.9,0,-7.61,-5.88,混合型
200010,长城双动力混合,-11.42,-14.66,-18.09,-33.65,-19.06,-31.68,54.46,混合型
540001,汇丰晋信2016周期混合,0.04,0.27,2.13,3.58,1.25,5.87,188.84,混合型
004946,汇添富盈润混合A,-0.65,-0.85,0.15,-0.35,0,-1.65,3.99,混合型
003367,鹏华兴合定期开放灵活配置混合A,-2.51,-5.6,-6.96,-8.31,-2.16,-9.15,-4.06,混合型
180018,银华和谐主题混合,-12.75,-15,-15.2,-19.42,-0.36,-18,95.01,混合型
002908,富国睿利定期开放混合,0.1,0.89,-1.06,0.89,1.29,-0.58,2.5,混合型
001463,光大保德信一带一路战略主题混合,-12.03,-16.29,-27.93,-32.37,-11.39,-32.99,-34.2,混合型
519979,长信内需成长混合A,-13.68,-21.05,-21.53,-26.55,-2.35,-25.98,99.06,混合型
519655,银河现代服务主题灵活配置混合,-10.53,-16.45,-14.91,-20.45,-6.47,-19.96,-21.8,混合型
000452,南方医药保健灵活配置混合,-5.4,-7.79,-10.24,-8.03,0.8,-5.21,73.41,混合型
560002,益民红利成长混合,-6.71,-6.56,-8.86,-17.9,-13.64,-18.07,-3.99,混合型
001184,易方达新常态灵活配置混合,-12.71,-24.58,-32.62,-39.81,-25.41,-34.98,-68.4,混合型
002489,国泰民福保本混合,0.19,0.58,0.97,1.16,1.52,1.36,4.4,混合型
202213,南方安心保本混合,-0.38,-0.48,0.29,1.46,0.78,1.17,61.24,混合型
180020,银华成长先锋混合,-11.5,-22.84,-26.91,-26.63,-18.54,-27.65,-20.41,混合型
320005,诺安价值增长混合,-13.65,-13.47,-20.55,-20.1,-12.67,-20.07,81.55,混合型
005630,华安研究精选混合,-9.28,-14.45,-18.92,0,0,-20.2,-20.2,混合型
519021,国泰金鼎价值混合,-12.04,-16.36,-22.1,-27.35,-12.15,-26.83,56.24,混合型
003104,泰达宏利定宏混合,-1.21,0.1,-2.87,-4.58,-1.1,-3.64,-2,混合型
570005,诺德成长优势混合,-8.02,-12.68,-13.8,-12.26,3.09,-10.67,164.63,混合型
001898,易方达大健康主题灵活配置混合,-14.73,-16.98,-15.74,-15.99,0,-17.86,-14.9,混合型
005957,华夏聚丰稳健目标风险混合(FOF)A,0,0,0,0,0,0.01,0.01,混合型
590002,中邮核心成长混合,-6.98,-13.54,-17.84,-23.1,-19.26,-22.59,-48.83,混合型
000218,国泰黄金ETF联接A,4.38,2.58,1.6,0.31,-0.77,0.31,4.41,混合型
001955,中欧养老产业混合,-8.41,-8.58,-14.29,-18.6,-3.68,-18.27,0.2,混合型
161727,招商增荣灵活配置混合(LOF),-5.68,-7.68,-8.78,0,0,-11.61,-8.6,混合型
377010,上投摩根阿尔法混合,-11.35,-26.5,-31.08,-45.37,-16.19,-39.61,279.99,混合型
000142,融通通泰保本混合A,-1.54,-1.91,-0.39,1.49,0.74,1.08,28.56,混合型
002629,招商安博灵活配置混合C,-4.63,-5.44,0,0,0,-7.18,-4.32,混合型
000936,博时产业新动力灵活配置混合A,-4.34,-9.15,-16.55,-13.44,5.66,-16.87,32.73,混合型
161818,银华消费主题分级混合,-11.86,-23.57,-33.57,-41,-17.85,-43.34,-20.91,混合型
000717,融通转型三动力灵活配置混合,-6.19,-9.75,-12.73,-13.73,2.48,-11.78,21.3,混合型
003940,银华盛世精选灵活配置混合,-15.29,-22.88,-22.95,-28.89,0,-27.64,6.49,混合型
000977,长城环保主题灵活配置混合,-7.17,-13.28,-16.94,-29.76,-11.33,-28.62,-24.91,混合型
001371,富国沪港深价值精选灵活配置混合,-8.23,-13.71,-12.02,-9.36,9.17,-13.51,24.18,混合型
002376,国寿安保核心产业灵活配置混合,-12.92,-20.36,-25.47,-29.95,-11.08,-30.73,-17.76,混合型
090007,大成策略回报混合,-10.3,-17.52,-23.24,-22.89,-3.8,-28.02,247.11,混合型
163804,中银收益混合A,-8.39,-13.52,-9.41,-9.16,-1.9,-7.93,306.45,混合型
290002,泰信先行策略混合,-6.16,-9.94,-11.4,-22.05,-12.58,-21.87,123.43,混合型
000945,华夏医疗健康混合型发起式A,-11.89,-18.13,-19.44,-14.98,-4.89,-13.52,26,混合型
004244,东方周期优选灵活配置混合,-9.14,-10.12,-19.49,-20.48,0,-19.96,-10.58,混合型
110005,易方达积极成长混合,-10.85,-19.14,-23.23,-28.78,-8.73,-28.65,374.48,混合型
002655,南方卓享绝对收益策略定期开放混合,-0.14,-0.38,0.46,-0.37,0.93,-0.93,1.46,混合型
001810,中欧潜力价值灵活配置混合A,-11.46,-16.01,-15.03,-18.48,0.79,-18.53,18.45,混合型
005809,前海开源裕源混合(FOF),-1.59,-1.04,0,0,0,-0.95,-0.95,混合型
004396,中银文体娱乐灵活配置混合,-8.36,-12.07,-12.33,-22.68,0,-22.99,-18.44,混合型
217009,招商核心价值混合,-10.53,-12.63,-22.97,-22.62,-10.52,-22.51,0.14,混合型
005708,国联安远见成长混合,0.01,0.07,0,0,0,0.22,0.22,混合型
003339,华安睿享定期开放混合A,0.58,4.66,5.86,8.26,0,8.48,6.04,混合型
005136,华安幸福生活混合,-8.73,-15.79,-20.86,-22.32,0,-22.02,-22.32,混合型
004265,金鹰民丰回报定期开放混合,0.49,1.36,2.07,4.5,0,5.27,5.52,混合型
003877,富国久利稳健配置混合A,-0.3,-0.59,0.14,1.6,0,1.42,3.56,混合型
161219,国投瑞银新兴产业混合(LOF),-5.97,-9.52,-15.22,-21.05,-3.6,-16.82,146.33,混合型
110010,易方达价值成长混合,-11.6,-15.47,-21.18,-21.38,-2.78,-24.69,67.63,混合型
002415,融通通盈保本混合,0.28,0.56,1.89,3.75,2.85,3.06,7.8,混合型
050022,博时回报混合,-10.36,-18.24,-21.89,-17.43,-14.07,-19.47,39.32,混合型
162202,泰达宏利价值优化型周期类行业混合,-9.91,-17.2,-21.56,-30.45,-11.64,-28.08,456.68,混合型
003857,前海开源周期优选灵活配置混合A,-7.9,-11.44,-12.25,-20.45,0,-21.75,-17.47,混合型
002179,华安事件驱动量化策略混合,-13.17,-21.65,-27.92,-35.65,0,-33.07,-33.4,混合型
450007,富兰克林国海成长动力混合,-13.05,-16.02,-20.98,-27.79,-9.85,-27.27,24.7,混合型
202023,南方优选成长混合A,-11.7,-15.23,-15.13,-17.84,1.28,-20.1,103.1,混合型
004703,南方兴盛先锋灵活配置混合,-10.83,-20.02,-19.78,-23.03,0,-25.12,-20.1,混合型
001641,富国绝对收益多策略定期开放混合,0,-0.83,0.66,1.9,3.03,2.29,7.1,混合型
005875,易方达中盘成长混合,-4.11,-4.93,0,0,0,-4.93,-4.93,混合型
005353,鹏扬景泰成长混合C,-8.58,-11.48,-14.53,0,0,-19.43,-19.44,混合型
161726,招商国证生物医药指数,-17.01,-19.54,-25.13,-21.01,-8.71,-19.13,-42.54,股票型
000978,景顺长城量化精选股票,-10.29,-19.53,-25.38,-29.42,-11.36,-27.82,8.2,股票型
000176,嘉实沪深300研究增强,-9.28,-11.65,-13.77,-18.51,0.9,-20.07,8.75,股票型
360001,光大保德信量化股票,-9.05,-13,-16.59,-24.2,-16.6,-23.86,244.15,股票型
001133,广发中证全指可选消费ETF联接A,-13.16,-21.83,-26.49,-35.96,-16.57,-32.65,-43.43,股票型
001242,博时中证淘金大数据100A,-12.34,-19.64,-24.23,-26.99,-10.13,-27.65,-28.79,股票型
000368,汇添富沪深300安中动态策略指数,-9.76,-11.22,-14.31,-22.96,-1.04,-21.69,26.82,股票型
540007,汇丰晋信中小盘股票,-8.76,-16.45,-22.06,-30.88,-12.38,-27.09,-9.16,股票型
001577,嘉实低价策略股票,-8.74,-10.93,-14.22,-25.08,-2.83,-26.85,-7.1,股票型
519100,长盛中证100,-9.18,-8.75,-11.44,-16.5,4.11,-17.33,77.15,股票型
001047,光大保德信国企改革主题股票,-8.9,-12.57,-17.89,-20.21,-0.85,-24.84,-6.8,股票型
006048,长城中证500指数增强,-12.21,0,0,0,0,-17.52,-17.52,股票型
410008,华富中证100,-7.87,-7.28,-8.66,-12.38,7.24,-14.05,15.59,股票型
005830,建信MSCI中国A股国际通ETF联接C,-5.78,-6.59,0,0,0,-6.51,-6.51,股票型
000867,华宝品质生活股票,-17.94,-23.99,-21.12,-24.73,-3.2,-24.73,-20.05,股票型
165522,信诚中证TMT产业主题,-11.68,-18.82,-30.6,-35.03,-22.06,-31.53,-26.92,股票型
001009,上投摩根安全战略股票,-12.66,-20.45,-24.46,-34.33,-12.04,-30.64,-29.6,股票型
000628,大成高新技术产业股票,-11.45,-15.07,-14.03,-15.56,4.84,-19.44,33,股票型
000866,华宝高端制造股票,-10.88,-16.08,-20.44,-28.92,-17.76,-24.68,-6.6,股票型
005237,银华医疗健康量化优选股票A,-13.95,-19.53,-24.98,0,0,-19.21,-17.97,股票型
004805,长信消费精选行业量化股票,-13.31,-13.74,-16.7,0,0,-16.7,-16.7,股票型
233010,大摩深证300指数增强,-10.82,-16.34,-23.74,-30.5,-13.15,-29.72,12.1,股票型
005607,华宝中证500指数增强A,-10.02,-15.29,-22.42,0,0,-22.4,-22.4,股票型
002315,创金合信沪深300指数增强C,-9.45,-11.17,-15.15,-18.44,-0.28,-19.31,-3.53,股票型
450009,国富中小盘股票,-11.96,-13.54,-16.75,-18.86,-1.35,-18.47,99.22,股票型
161024,富国中证军工指数分级,-11.52,-13,-24.11,-28.96,-23.26,-25.12,-0.69,股票型
003625,创金合信资源主题精选股票C,-13.59,-18.54,-23.59,-35.26,0,-32.45,-18.32,股票型
005963,宝盈人工智能主题股票C,-7.04,0,0,0,0,-6.84,-6.84,股票型
000051,华夏沪深300ETF联接A,-9.02,-10.59,-14.56,-19.95,-1.41,-20.14,44.51,股票型
003312,摩根士丹利华鑫睿成中小盘弹性股票,-10.64,-16.77,-24.26,-31.45,0,-29.77,-30.65,股票型
000711,嘉实医疗保健股票,-12.82,-19.47,-23.34,-16.61,-3.86,-16.44,24.5,股票型
481009,工银沪深300指数,-9,-10.42,-14.49,-20.02,-1.79,-20.16,39.49,股票型
004606,上投摩根优选多因子股票,-11.67,-17.82,-18.89,-23.87,0,-21.39,-18.24,股票型
163407,兴全沪深300指数(LOF),-8.49,-8.17,-8.38,-12.74,7.14,-14.43,57.37,股票型
005802,汇添富智能制造股票,-9.34,-11.08,-12.1,0,0,-12.06,-12.06,股票型
003054,嘉实文体娱乐股票C,-10.18,-17.32,-24.75,-26.76,-9.53,-24.75,-17.9,股票型
000968,广发中证养老产业A,-13.08,-21.84,-26.23,-28.79,-10.55,-26.78,-20.79,股票型
320022,诺安研究精选股票,-9.16,-15.56,-17.81,-19.94,-8.78,-19.3,-19.7,股票型
161036,富国中证娱乐主题指数增强(LOF),-13.4,-22.15,-32.5,-41.73,0,-36.37,-46.08,股票型
001420,南方大数据300指数A,-9.34,-13.46,-16.92,-25.62,-5.51,-23.99,-12.67,股票型
376510,上投摩根大盘蓝筹股票,-9.47,-15.8,-17.8,-27.88,-0.52,-27.14,34.8,股票型
004851,广发医疗保健股票,-15.08,-25.21,-28.71,-17.31,0,-17.7,-6.32,股票型
257060,国联安上证商品ETF联接,-10.96,-13.66,-18.62,-26.41,-6.35,-25.62,-51.5,股票型
001230,鹏华医药科技股票,-14.1,-19.62,-22.32,-18.91,-7.57,-18.05,-53.7,股票型
003985,嘉实新能源新材料股票C,-11.75,-17.21,-29.69,-34.86,0,-35.51,-25.49,股票型
000925,汇添富外延增长主题股票,-16.68,-28.98,-32.91,-42.52,-15.12,-34.35,-20.1,股票型
160218,国泰国证房地产行业,-5.28,-7.71,-19.71,-23.19,-11.72,-25.26,36.97,股票型
002595,博时工业4.0主题股票,-9.66,-16.14,-20.49,-19.33,-6.83,-21.82,-6.5,股票型
002697,中欧消费主题股票C,-13.36,-15.76,-14.81,-13.43,1.98,-17.77,6.4,股票型
217027,招商央视财经50指数A,-11.56,-14.43,-16.82,-19.36,6.07,-21.42,63.37,股票型
501308,银河中证沪港深高股息指数(LOF)C,-9.32,-12.34,-13.89,0,0,-13.8,-13.8,股票型
090010,大成中证红利指数,-7.55,-8.98,-10.15,-14.71,3.69,-14.85,53.1,股票型
004730,建信量化事件驱动股票,-9.16,-14.98,-21.15,-25.07,0,-24.84,-24.82,股票型
501301,华宝港股通恒生中国(香港上市)25指数(LOF)A,-9.54,-9.38,-8.73,-6.34,0,-8.83,6.87,股票型
001397,建信精工制造指数增强,-10.52,-16.32,-25.04,-30.5,-10.66,-29.3,-15.94,股票型
003956,南方现代教育股票,-7.58,-13.99,-19.96,-24.54,0,-22.13,-25.72,股票型
370023,上投摩根中证消费服务领先,-13.82,-17.06,-18.32,-20.12,-2.72,-20.27,44.53,股票型
501030,汇添富中证环境治理指数(LOF)A,-12.65,-23.35,-36.51,-48.99,0,-45.85,-49.74,股票型
005240,银华文体娱乐量化优选股票C,-10.98,-19.33,-31.11,0,0,-35.24,-37.8,股票型
460300,华泰柏瑞沪深300ETF联接A,-9.14,-10.61,-15.16,-19.83,-2.26,-20.15,42.04,股票型
001685,汇添富沪港深新价值股票,-14.23,-23.96,-22.29,-24.92,-4.96,-27.55,-4.8,股票型
161811,银华沪深300指数分级,-11.26,-14.13,-16.27,-21.46,-2.94,-21.7,29.09,股票型
004593,广发中证全指工业ETF联接A,-11.4,-17.54,-27.21,-39.65,0,-34.73,-34.02,股票型
161825,银华中证800等权重指数增强,-11.55,-16.18,-23.61,-31.47,-16.64,-29.33,5.21,股票型
003765,广发创业板ETF联接A,-10.36,-19.93,-27.65,-30.45,0,-25.42,-27.29,股票型
000780,鹏华医疗保健股票,-13.43,-18.06,-24.02,-15.95,-11.39,-16.29,1.2,股票型
160630,鹏华中证国防指数分级,-11.45,-13.02,-23.13,-27.49,-23.65,-22.78,-40.17,股票型
001956,国联安科技动力股票,-11.63,-26.25,-32.05,-40.79,-18.6,-40.4,-32.15,股票型
004533,民生加银中证港股通高股息精选指数C,-11.66,-14.73,-13.04,-17.29,0,-16.21,-15.1,股票型
001043,工银瑞信美丽城镇主题股票,-7.31,-10.75,-16.24,-17.6,0.22,-17.9,-8.7,股票型
160626,鹏华中证信息技术指数,-12.83,-22.09,-29.86,-34.36,-15.14,-32.36,10.6,股票型
004925,长信低碳环保行业量化股票,-9.61,-17.65,-24.09,0,0,-25.88,-27.5,股票型
202017,南方深证成份ETF联接A,-11.54,-18.47,-26.5,-32.83,-15.23,-31.04,-37.47,股票型
001410,信达澳银新能源产业股票,-9.95,-15.57,-18.6,-21.77,4.76,-18.98,20.39,股票型
161812,银华深证100指数分级,-11.66,-18.06,-24.62,-32.23,-10.07,-31.36,-6.82,股票型
540010,汇丰晋信科技先锋股票,-6.6,-22.09,-24.4,-34.68,-20.01,-29.73,38.75,股票型
003647,创金合信中证1000指数增强C,-10.65,-18.14,-25.5,-31.08,0,-26.55,-28.35,股票型
160632,鹏华中证酒指数分级,-27.11,-32.62,-24.9,-27.42,2.39,-29.22,-0.58,股票型
410010,华富中小板指数增强,-13.66,-22.09,-28.87,-36.16,-18.94,-34.29,-7.75,股票型
001825,建信中国制造2025股票,-10.61,-15.36,-21.61,-28.1,0,-24.31,-24.16,股票型
001042,华夏领先股票,-10.98,-14.18,-29.17,-40.11,-23.01,-36.41,-54.6,股票型
005328,前海开源价值策略股票,-9.47,-18.02,-24.93,0,0,-30.11,-30.1,股票型
160706,嘉实沪深300ETF联接(LOF)A,-9.07,-10.72,-14.84,-20.2,-1.78,-20.38,47.75,股票型
100053,富国上证综指ETF联接,-8.1,-8.58,-12.61,-19.67,-5.71,-17.95,3.3,股票型
161027,富国中证全指证券公司,0.27,-3.25,-15.97,-30.07,-18.69,-22.14,-57.9,股票型
320010,诺安中证100,-8.09,-7.42,-9.25,-13.42,7.68,-14.84,14.8,股票型
165309,建信沪深300指数(LOF),-8.84,-10.39,-14.15,-18.59,-0.32,-19.11,-0.22,股票型
005707,富国港股通量化精选股票,-10.09,-12.46,0,0,0,-11.52,-11.52,股票型
502056,广发中证医疗指数分级,-14.64,-21.01,-25.43,-15.31,-13.48,-11.44,-41.28,股票型
002656,南方创业板ETF联接A,-10.11,-18.37,-28.26,-30.92,-21.18,-25.93,-37.84,股票型
501037,汇添富中证500指数(LOF)C,-11.3,-17.27,-25.43,-32.06,0,-29.49,-32.98,股票型
001064,广发中证环保产业ETF联接A,-11.94,-20.71,-31.01,0,0,-30.75,-30.75,股票型
180003,银华-道琼斯88指数,-8.51,-9.84,-12.83,-17.83,2.2,-19.37,320,股票型
519300,大成沪深300,-9.57,-11.76,-15.97,-21.29,-3.6,-21.39,145.67,股票型
002588,博时中证银联智惠大数据100指数A,-10.81,-15.32,-20.19,-22.77,-4.75,-23.32,7.26,股票型
002311,创金合信中证500指数增强A,-11.33,-17.97,-24.19,-27.41,-11.06,-26.43,-24.09,股票型
003416,招商财经大数据策略股票,-12.42,-16.36,-20.45,-27.21,0,-26.38,-36.42,股票型
001672,国寿安保智慧生活股票,-13.31,-21.09,-24.68,-31.68,-9.4,-30.8,-6.51,股票型
519935,长信创新驱动股票,-9.44,-13.09,-16.97,-18.23,-1.71,-17.81,-3.1,股票型
162208,泰达宏利首选企业股票,-13.48,-20.18,-27.35,-33.52,-12.25,-33.01,54.27,股票型
161718,招商沪深300高贝塔指数分级,-9.05,-14.13,-24.7,-35.27,-20.93,-32.53,-21.66,股票型
005303,嘉实医药健康股票A,-12.37,-20.24,-23.03,0,0,-18.5,-18.39,股票型
000991,工银瑞信战略转型主题股票,-12.52,-19.29,-26.74,-21.27,-4.61,-25.5,-7.1,股票型
003865,创金合信量化多因子股票C,-10.37,-16.85,-22.66,-30.26,0,-26.19,-34.23,股票型
005568,创金合信MSCI中国A股国际指数C,-10.24,-12.85,-16.62,0,0,-20.56,-20.56,股票型
519706,交银深证300价值ETF联接,-10.75,-16.48,-21.19,-26.33,-3.29,-27.45,28.7,股票型
005339,兴业中证国有企业改革指数增强,-10.67,-9.01,0,0,0,-9,-9,股票型
160422,华安中证定向增发事件指数(LOF),-13.14,-20.16,-33.38,-40.18,0,-39.87,-34.68,股票型
161022,富国创业板指数分级,-8.99,-17.91,-27.79,-29.91,-22.9,-24.89,-15.6,股票型
460220,华泰柏瑞上证中小盘ETF联接,-11.04,-14.91,-19.08,-24.83,-9.47,-23.45,-14.43,股票型
005062,博时中证500指数增强A,-10.82,-16.83,-21.45,-26.18,0,-24.94,-25.73,股票型
005236,银华食品饮料量化优选股票C,-21.66,-25.46,-19.2,0,0,-25.13,-23.69,股票型
004484,泰达宏利业绩驱动量化股票A,-9.19,-10.93,-13.55,-18.85,0,-19.42,-16.37,股票型
001469,广发中证全指金融地产ETF联接A,-3.62,-0.6,-7.61,-15.02,0.52,-14.57,-10.35,股票型
005112,银华中证全指医药卫生指数增强,-13.84,-17.08,-19.68,-5.43,0,-7.02,-5.37,股票型
161039,富国中证1000指数增强(LOF),-11.23,-15.03,0,0,0,-15.11,-15.11,股票型
150193,鹏华中证800地产指数B,-15.09,-19.06,-40.27,-42.75,-19.78,-46.64,-29.71,股票型
